股票代码,名称,板块,时间,今收,跌涨幅,跌涨额,成交量,成交额,振幅,最高,最低,今开,换手率,行业板块,地区板块,市盈率,市净率
002815,崇达技术,深a,2022-08-19,12.97,-2.92,-0.39,135395,179727956.54,5.09,13.65,12.97,13.36,3.14,电子元件,广东板块,18.39,2.52
002816,和科达,深a,2022-08-19,19.88,-7.06,-1.51,52731,105970516.0,8.74,21.6,19.73,21.6,5.38,专用设备,广东板块,-45.56,4.87
002817,黄山胶囊,深a,2022-08-19,8.11,-1.46,-0.12,39532,32104449.96,2.07,8.23,8.06,8.22,1.36,医疗器械,安徽板块,43.41,3.01
002818,富森美,深a,2022-08-19,13.39,-5.3,-0.75,132858,181307677.32,4.88,14.07,13.38,14.03,4.45,商业百货,四川板块,11.07,1.77
002819,东方中科,深a,2022-08-19,23.23,-2.68,-0.64,13432,32040186.5,6.62,24.8,23.22,23.87,0.95,仪器仪表,北京板块,-199.74,1.87
002820,桂发祥,深a,2022-08-19,8.24,-1.08,-0.09,21078,17481023.08,1.92,8.35,8.19,8.3,1.05,食品饮料,天津板块,-21.48,1.65
002821,凯莱英,深a,2022-08-19,171.76,-1.53,-2.67,26443,456801026.93,2.47,175.41,171.11,173.51,0.81,医疗服务,天津板块,31.81,4.77
002822,中装建设,深a,2022-08-19,4.99,-0.8,-0.04,69063,34696881.22,1.59,5.07,4.99,5.05,1.06,装修装饰,广东板块,-90.32,1.04
002823,凯中精密,深a,2022-08-19,13.1,-5.21,-0.72,311246,409419649.64,6.08,13.64,12.8,13.6,19.72,电机,广东板块,46.87,3.03
002824,和胜股份,深a,2022-08-19,44.53,-4.34,-2.02,48501,218394737.0,4.49,46.46,44.37,46.33,3.72,有色金属,广东板块,44.1,6.31
002825,纳尔股份,深a,2022-08-19,15.0,-0.73,-0.11,214175,324048232.95,6.62,15.68,14.68,15.11,11.74,塑料制品,上海板块,39.54,3.48
002826,易明医药,深a,2022-08-19,10.65,2.11,0.22,30010,31678896.0,2.78,10.68,10.39,10.44,1.71,中药,西藏板块,59.53,2.87
002827,高争民爆,深a,2022-08-19,10.43,0.0,0.0,26688,28062013.5,2.68,10.68,10.4,10.47,0.97,化学制品,西藏板块,471.38,3.98
002828,贝肯能源,深a,2022-08-19,8.0,0.25,0.02,148558,119650770.15,3.13,8.2,7.95,8.13,9.64,采掘行业,新疆板块,-1.95,2.14
002829,星网宇达,深a,2022-08-19,36.82,-2.82,-1.07,21581,80130368.0,4.7,38.38,36.6,37.91,2.23,通信设备,北京板块,-172.79,5.44
002830,名雕股份,深a,2022-08-19,13.03,-4.89,-0.67,47109,62219236.7,3.43,13.5,13.03,13.24,7.05,装修装饰,广东板块,-54.11,2.75
002831,裕同科技,深a,2022-08-19,30.19,2.76,0.81,45485,137922264.02,6.43,31.0,29.11,29.38,0.87,造纸印刷,广东板块,31.81,3.06
002832,比音勒芬,深a,2022-08-19,21.96,0.05,0.01,14449,31872597.62,2.05,22.26,21.81,22.08,0.37,纺织服装,广东板块,14.73,3.51
002833,弘亚数控,深a,2022-08-19,16.76,-1.35,-0.23,64053,109550531.02,4.65,17.55,16.76,16.96,2.51,专用设备,广东板块,16.8,3.25
002835,同为股份,深a,2022-08-19,11.83,-4.75,-0.59,110496,134414710.96,9.82,12.88,11.66,12.66,8.68,计算机设备,广东板块,1495.55,3.23
002836,新宏泽,深a,2022-08-19,8.9,-1.11,-0.1,15440,13933716.0,4.0,9.25,8.89,9.0,0.8,造纸印刷,广东板块,91.44,4.87
002837,英维克,深a,2022-08-19,32.97,-7.13,-2.53,140104,468678174.09,8.42,35.39,32.4,35.2,3.95,专用设备,广东板块,136.87,7.75
002838,道恩股份,深a,2022-08-19,25.78,-2.83,-0.75,82846,220690042.35,7.09,27.66,25.78,26.5,2.36,塑料制品,山东板块,56.15,4.14
002839,张家港行,深a,2022-08-19,4.98,0.0,0.0,269676,134664886.46,1.41,5.03,4.96,4.97,1.31,银行,江苏板块,7.09,0.87
002840,华统股份,深a,2022-08-19,23.22,4.36,0.97,130316,302485601.3,9.35,23.98,21.9,22.17,2.82,食品饮料,浙江板块,-40.03,5.65
002841,视源股份,深a,2022-08-19,69.95,-0.74,-0.52,13945,98570780.22,2.4,71.5,69.81,70.5,0.31,消费电子,广东板块,39.51,4.83
002842,翔鹭钨业,深a,2022-08-19,11.62,2.83,0.32,415698,487730653.41,13.01,12.43,10.96,11.1,19.4,小金属,广东板块,71.64,3.47
002843,泰嘉股份,深a,2022-08-19,23.05,-4.08,-0.98,115246,269390181.0,8.45,24.6,22.57,24.05,5.49,通用设备,湖南板块,57.88,7.91
002845,同兴达,深a,2022-08-19,18.73,9.98,1.7,359835,641550740.02,11.16,18.73,16.83,17.05,16.12,光学光电子,广东板块,19.86,2.19
002846,英联股份,深a,2022-08-19,7.1,-1.11,-0.08,94255,68141594.21,5.43,7.47,7.08,7.19,4.23,包装材料,广东板块,-106.35,2.87
002847,盐津铺子,深a,2022-08-19,92.64,-1.06,-0.99,7812,72844383.72,4.8,94.66,90.17,93.63,0.68,食品饮料,湖南板块,46.27,12.66
002848,高斯贝尔,深a,2022-08-19,12.63,0.24,0.03,60966,77603033.0,3.97,13.06,12.56,12.66,3.79,家电行业,湖南板块,29.2,8.03
002849,威星智能,深a,2022-08-19,13.13,-2.96,-0.4,21895,29228367.0,5.1,13.8,13.11,13.5,2.17,仪器仪表,浙江板块,39.94,2.11
002850,科达利,深a,2022-08-19,134.09,-6.63,-9.52,62431,850220489.05,7.58,144.2,133.31,143.0,3.99,电池,广东板块,45.6,6.38
002851,麦格米特,深a,2022-08-19,28.7,-3.76,-1.12,28777,83609892.1,4.36,29.82,28.52,29.77,0.7,电源设备,广东板块,48.59,4.62
002852,道道全,深a,2022-08-19,15.6,1.76,0.27,57420,89302245.3,4.31,15.86,15.2,15.2,2.01,食品饮料,湖南板块,-25.92,2.44
002853,皮阿诺,深a,2022-08-19,16.17,3.65,0.57,37564,60539999.4,6.28,16.49,15.51,15.85,3.28,装修建材,广东板块,40.41,2.62
002855,捷荣技术,深a,2022-08-19,9.14,1.33,0.12,57930,52760245.21,5.32,9.33,8.85,9.04,2.36,消费电子,广东板块,-14.97,2.07
002856,美芝股份,深a,2022-08-19,13.46,0.75,0.1,26235,35078054.09,3.44,13.62,13.16,13.26,2.69,装修装饰,广东板块,1222.28,2.74
002857,三晖电气,深a,2022-08-19,14.86,-0.73,-0.11,15522,23311376.2,1.87,15.1,14.82,14.94,1.21,电网设备,河南板块,-152.84,3.72
002858,力盛体育,深a,2022-08-19,10.54,-0.85,-0.09,19571,20871714.0,3.1,10.86,10.53,10.7,1.4,文化传媒,上海板块,-21.8,2.36
002859,洁美科技,深a,2022-08-19,27.5,-0.9,-0.25,57851,162034001.88,3.82,28.5,27.44,27.74,1.45,电子元件,浙江板块,51.46,5.31
002860,星帅尔,深a,2022-08-19,16.32,-1.63,-0.27,291203,484921435.18,7.53,17.3,16.05,16.69,13.28,家电行业,浙江板块,33.24,3.77
002861,瀛通通讯,深a,2022-08-19,13.12,9.97,1.19,92089,116848839.42,10.73,13.12,11.84,11.88,8.5,消费电子,湖北板块,-55.63,2.03
002862,实丰文化,深a,2022-08-19,12.09,-0.98,-0.12,15117,18474988.4,3.52,12.43,12.0,12.15,1.81,家用轻工,广东板块,188.28,2.81
002863,今飞凯达,深a,2022-08-19,6.63,-5.29,-0.37,334931,225629951.0,5.86,7.01,6.6,7.01,6.85,汽车零部件,浙江板块,46.51,1.71
002864,盘龙药业,深a,2022-08-19,33.48,-1.27,-0.43,19481,65915140.0,2.54,34.34,33.48,33.91,3.52,中药,陕西板块,36.12,3.65
002865,钧达股份,深a,2022-08-19,169.21,-7.08,-12.89,79752,1383443449.19,9.34,185.0,168.0,180.73,5.77,光伏设备,海南板块,43.89,17.64
002866,传艺科技,深a,2022-08-19,27.87,-10.01,-3.1,446568,1302541579.57,10.75,31.2,27.87,30.97,24.94,消费电子,江苏板块,44.57,4.1
002867,周大生,深a,2022-08-19,13.12,-1.94,-0.26,65962,86907100.22,3.06,13.44,13.03,13.35,0.61,珠宝首饰,广东板块,12.29,2.49
002868,绿康生化,深a,2022-08-19,22.3,-1.93,-0.44,107125,248258266.88,12.31,24.8,22.0,23.9,6.89,农药兽药,福建板块,-97.2,4.89
002869,金溢科技,深a,2022-08-19,22.35,-4.53,-1.06,57524,129911731.5,4.66,23.39,22.3,23.13,3.81,电子元件,广东板块,-61.43,1.79
002870,香山股份,深a,2022-08-19,32.34,-3.46,-1.16,10634,34962930.0,4.75,33.84,32.25,33.8,1.2,汽车零部件,广东板块,40.9,2.93
002871,伟隆股份,深a,2022-08-19,13.44,-5.02,-0.71,75149,103289834.4,6.22,14.24,13.36,14.01,8.75,通用设备,山东板块,60.51,3.67
002872,ST天圣,深a,2022-08-19,4.91,0.41,0.02,9809,4809540.88,0.82,4.92,4.88,4.88,0.46,医药商业,重庆板块,-24.77,0.69
002873,新天药业,深a,2022-08-19,14.93,-1.78,-0.27,26834,40394655.56,2.24,15.24,14.9,15.18,1.69,中药,贵州板块,20.03,2.68
002875,安奈儿,深a,2022-08-19,8.75,-0.57,-0.05,19386,17091227.5,1.82,8.9,8.74,8.77,1.59,纺织服装,广东板块,-16.54,1.65
002876,三利谱,深a,2022-08-19,68.97,-1.75,-1.23,120859,853637995.06,9.52,74.8,68.12,69.44,8.43,光学光电子,广东板块,44.3,5.49
002877,智能自控,深a,2022-08-19,8.56,10.03,0.78,150035,124278848.08,12.6,8.56,7.58,7.69,7.2,仪器仪表,江苏板块,69.77,3.67
002878,元隆雅图,深a,2022-08-19,19.69,1.29,0.25,96328,193773513.73,6.74,20.73,19.42,19.44,5.11,专业服务,北京板块,11.89,4.71
002879,长缆科技,深a,2022-08-19,17.4,-1.75,-0.31,26356,46252056.6,3.05,17.89,17.35,17.72,1.94,电网设备,湖南板块,67.24,1.93
002880,卫光生物,深a,2022-08-19,24.98,-0.87,-0.22,3823,9573927.4,1.59,25.3,24.9,25.1,0.17,生物制品,广东板块,55.91,3.24
002881,美格智能,深a,2022-08-19,41.38,-6.19,-2.73,34916,148235739.15,7.14,44.15,41.0,44.12,2.19,消费电子,广东板块,57.46,13.07
002882,金龙羽,深a,2022-08-19,11.36,-4.78,-0.57,123194,141641454.38,4.36,11.83,11.31,11.82,2.86,电网设备,广东板块,28.43,2.69
002883,中设股份,深a,2022-08-19,11.27,-2.34,-0.27,71977,81740683.2,4.51,11.73,11.21,11.59,5.82,工程咨询服务,江苏板块,39.12,2.95
002884,凌霄泵业,深a,2022-08-19,21.9,4.68,0.98,57993,124616263.56,9.51,22.5,20.51,20.92,2.12,通用设备,广东板块,16.94,4.12
002885,京泉华,深a,2022-08-19,41.15,-6.18,-2.71,66017,277262035.1,6.25,43.74,41.0,43.74,5.96,消费电子,广东板块,67.44,8.82
002886,沃特股份,深a,2022-08-19,25.2,-6.6,-1.78,100882,260119590.0,7.45,27.11,25.1,26.98,5.88,塑料制品,广东板块,280.33,4.94
002887,绿茵生态,深a,2022-08-19,8.67,0.12,0.01,29467,25684904.2,1.39,8.76,8.64,8.68,1.78,环保行业,天津板块,23.5,1.28
002888,惠威科技,深a,2022-08-19,13.5,-1.82,-0.25,60178,83987158.8,10.04,14.74,13.36,13.82,8.0,消费电子,广东板块,1008.47,4.78
002889,东方嘉盛,深a,2022-08-19,22.99,-1.25,-0.29,7412,17194917.88,2.32,23.45,22.91,23.28,0.83,物流行业,广东板块,15.54,1.58
002890,弘宇股份,深a,2022-08-19,23.06,0.35,0.08,14228,32963989.4,2.92,23.56,22.89,23.08,2.12,专用设备,山东板块,128.47,3.83
002891,中宠股份,深a,2022-08-19,25.93,-0.84,-0.22,22398,58545447.03,2.56,26.57,25.9,26.15,0.76,农牧饲渔,山东板块,55.79,4.07
002892,科力尔,深a,2022-08-19,16.73,-5.75,-1.02,110812,189716395.94,5.58,17.69,16.7,17.56,5.78,电机,湖南板块,82.62,4.35
002893,华通热力,深a,2022-08-19,10.28,-2.74,-0.29,80393,82961928.05,3.12,10.53,10.2,10.53,3.98,公用事业,北京板块,3.63,2.69
002895,川恒股份,深a,2022-08-19,28.15,-0.39,-0.11,81546,230053159.6,3.4,28.74,27.78,28.39,1.65,化肥行业,贵州板块,19.02,3.75
002896,中大力德,深a,2022-08-19,36.53,-1.77,-0.66,135258,493747984.13,7.1,37.84,35.2,37.0,9.77,通用设备,浙江板块,72.66,6.66
002897,意华股份,深a,2022-08-19,76.99,-7.2,-5.97,68267,541590423.32,10.17,83.64,75.2,82.96,4.33,通信设备,浙江板块,73.14,9.3
002898,赛隆药业,深a,2022-08-19,11.22,-1.23,-0.14,18362,20702217.0,3.61,11.42,11.01,11.36,1.82,化学制药,广东板块,385.43,3.5
002899,英派斯,深a,2022-08-19,12.55,-0.79,-0.1,12196,15459516.0,2.06,12.78,12.52,12.69,1.02,家用轻工,山东板块,281.98,1.37
002900,哈三联,深a,2022-08-19,12.67,-0.86,-0.11,21679,27659752.0,2.03,12.92,12.66,12.86,1.27,化学制药,黑龙江,-856.71,2.0
002901,大博医疗,深a,2022-08-19,35.6,-2.25,-0.82,6085,21938787.2,3.79,36.98,35.6,36.51,0.18,医疗器械,福建板块,33.29,5.09
002902,铭普光磁,深a,2022-08-19,17.96,-6.46,-1.24,191730,354295220.54,6.3,19.16,17.95,19.02,12.83,通信设备,广东板块,44.88,3.58
002903,宇环数控,深a,2022-08-19,29.51,9.99,2.68,437068,1269745169.32,8.65,29.51,27.19,27.19,46.05,通用设备,湖南板块,48.08,6.01
002905,金逸影视,深a,2022-08-19,7.13,-0.7,-0.05,35256,25395838.57,2.79,7.3,7.1,7.2,1.01,文化传媒,广东板块,-16.11,5.67
002906,华阳集团,深a,2022-08-19,47.5,-6.95,-3.55,85505,416305284.12,8.07,51.2,47.08,51.06,1.8,汽车零部件,广东板块,81.69,5.87
002907,华森制药,深a,2022-08-19,12.18,-0.98,-0.12,16794,20591597.0,1.87,12.4,12.17,12.3,0.59,中药,重庆板块,46.99,4.02
002908,德生科技,深a,2022-08-19,13.16,-1.28,-0.17,121840,163672127.85,5.63,13.9,13.15,13.58,5.7,通信服务,广东板块,52.37,3.86
002909,集泰股份,深a,2022-08-19,11.26,-3.51,-0.41,246513,284871611.84,5.06,11.83,11.24,11.62,6.82,化学制品,广东板块,1891.03,5.14
002910,庄园牧场,深a,2022-08-19,11.04,-0.54,-0.06,20567,22864931.29,1.8,11.23,11.03,11.12,1.2,食品饮料,甘肃板块,56.67,1.56
002911,佛燃能源,深a,2022-08-19,14.2,-4.31,-0.64,294593,429168760.99,5.32,14.99,14.2,14.5,3.12,燃气,广东板块,25.03,3.11
002912,中新赛克,深a,2022-08-19,23.97,-1.68,-0.41,13245,32042694.48,2.95,24.6,23.88,24.32,1.14,互联网服务,广东板块,-18.82,2.53
002913,奥士康,深a,2022-08-19,33.05,1.69,0.55,47026,157678751.71,6.55,34.28,32.15,32.31,1.78,电子元件,湖南板块,17.81,3.13
002915,中欣氟材,深a,2022-08-19,20.85,-3.52,-0.76,126934,267937927.18,5.51,21.93,20.74,21.66,5.17,化学制品,浙江板块,40.62,4.33
002916,深南电路,深a,2022-08-19,94.17,0.39,0.37,56199,540479430.14,3.94,97.87,94.17,94.5,1.16,电子元件,广东板块,32.11,4.25
002917,金奥博,深a,2022-08-19,11.35,-0.26,-0.03,252219,288788578.42,6.68,11.94,11.18,11.36,9.83,化学制品,广东板块,-5972.15,2.75
002918,蒙娜丽莎,深a,2022-08-19,13.9,2.96,0.4,132426,183353808.83,4.89,14.08,13.42,13.51,6.05,装修建材,广东板块,-19.72,1.69
002919,名臣健康,深a,2022-08-19,27.32,7.14,1.82,32977,88436256.79,8.0,27.46,25.42,25.75,1.96,美容护理,广东板块,712.89,6.46
002920,德赛西威,深a,2022-08-19,158.4,-6.27,-10.6,101450,1651135473.45,9.26,173.8,158.15,171.98,1.85,汽车零部件,广东板块,84.4,15.46
002921,联诚精密,深a,2022-08-19,17.68,-2.59,-0.47,100640,178338994.19,4.52,18.24,17.42,18.15,12.25,汽车零部件,山东板块,60.55,1.98
002922,伊戈尔,深a,2022-08-19,20.6,-7.75,-1.73,425429,923277307.57,13.52,23.62,20.6,23.0,15.16,电子元件,广东板块,36.37,3.74
002923,润都股份,深a,2022-08-19,18.38,8.56,1.45,149790,272567228.95,10.22,18.62,16.89,16.89,8.14,化学制药,广东板块,28.83,4.09
002925,盈趣科技,深a,2022-08-19,23.86,1.23,0.29,127352,303368581.85,4.03,24.28,23.33,23.57,1.73,消费电子,福建板块,30.05,3.85
002926,华西证券,深a,2022-08-19,8.11,0.75,0.06,649311,530017946.21,3.73,8.33,8.03,8.12,2.47,证券,四川板块,-31.31,0.97
002927,泰永长征,深a,2022-08-19,12.86,-2.43,-0.32,71485,92530174.38,2.58,13.15,12.81,13.15,3.25,电网设备,贵州板块,53.58,3.15
002928,华夏航空,深a,2022-08-19,10.46,0.29,0.03,40409,42355493.31,2.21,10.6,10.37,10.4,0.4,航空机场,贵州板块,-5.84,3.35
002929,润建股份,深a,2022-08-19,39.41,-0.45,-0.18,41063,163788098.84,2.96,40.4,39.23,39.59,2.56,通信服务,广西板块,21.97,2.4
002930,宏川智慧,深a,2022-08-19,23.89,1.7,0.4,15716,36997796.98,3.7,23.92,23.05,23.35,0.37,物流行业,广东板块,49.51,4.76
002931,锋龙股份,深a,2022-08-19,12.3,-6.25,-0.82,99377,126759099.65,9.91,13.55,12.25,13.45,5.53,通用设备,浙江板块,35.06,3.9
002932,明德生物,深a,2022-08-19,64.73,-1.13,-0.74,25658,167983185.16,3.1,66.58,64.55,65.46,2.51,医疗器械,湖北板块,1.82,2.61
002933,新兴装备,深a,2022-08-19,28.0,-3.28,-0.95,32521,92667542.32,4.46,29.29,28.0,28.9,4.84,航天航空,北京板块,-324.03,2.24
002935,天奥电子,深a,2022-08-19,22.48,-3.48,-0.81,50718,116147511.8,5.54,23.6,22.31,23.18,1.95,通信设备,四川板块,-127.49,4.33
002936,郑州银行,深a,2022-08-19,2.53,0.0,0.0,132876,33626360.46,0.79,2.54,2.52,2.52,0.22,银行,河南板块,4.48,0.51
002937,兴瑞科技,深a,2022-08-19,21.83,-5.7,-1.32,40500,90023684.6,6.48,23.26,21.76,23.15,1.4,消费电子,浙江板块,47.79,6.22
002938,鹏鼎控股,深a,2022-08-19,33.32,-1.62,-0.55,155082,520476649.74,2.48,34.11,33.27,33.9,0.69,电子元件,广东板块,27.11,3.2
002939,长城证券,深a,2022-08-19,9.22,-0.86,-0.08,246450,229264618.24,1.83,9.38,9.21,9.27,0.79,证券,广东板块,32.98,1.46
002940,昂利康,深a,2022-08-19,36.85,0.44,0.16,10182,37572537.0,1.91,37.22,36.52,36.88,1.16,化学制药,浙江板块,22.61,2.62
002941,新疆交建,深a,2022-08-19,13.8,-0.07,-0.01,50721,70387147.27,1.67,14.01,13.78,13.9,0.79,工程建设,新疆板块,574.33,3.36
002942,新农股份,深a,2022-08-19,18.45,0.76,0.14,13611,25414783.1,3.17,18.98,18.4,18.5,0.99,农药兽药,浙江板块,14.55,2.47
002943,宇晶股份,深a,2022-08-19,76.25,-2.66,-2.08,72374,563783143.56,5.11,79.8,75.8,79.01,10.6,通用设备,湖南板块,99.72,9.48
002945,华林证券,深a,2022-08-19,14.5,-1.43,-0.21,104204,152654026.0,2.52,14.82,14.45,14.68,0.39,证券,西藏板块,65.99,6.26
002946,新乳业,深a,2022-08-19,11.01,-1.17,-0.13,16925,18715432.0,0.99,11.12,11.01,11.05,0.2,食品饮料,四川板块,54.91,3.71
002947,恒铭达,深a,2022-08-19,21.85,-2.89,-0.65,61603,137382102.1,6.36,23.13,21.7,22.44,4.03,消费电子,江苏板块,35.93,2.94
002948,青岛银行,深a,2022-08-19,3.35,0.0,0.0,93500,31352898.7,0.9,3.37,3.34,3.34,0.31,银行,山东板块,6.2,0.67
002949,华阳国际,深a,2022-08-19,12.38,-0.4,-0.05,8356,10386823.0,1.37,12.53,12.36,12.36,0.56,工程咨询服务,广东板块,-159.31,1.94
002950,奥美医疗,深a,2022-08-19,12.25,-1.37,-0.17,52596,65474124.09,3.14,12.64,12.25,12.42,1.12,医疗器械,湖北板块,12.3,2.8
002951,金时科技,深a,2022-08-19,9.3,-2.0,-0.19,36080,33870971.0,3.06,9.56,9.27,9.45,0.89,包装材料,四川板块,2619.85,2.41
002952,亚世光电,深a,2022-08-19,16.0,-4.88,-0.82,43443,71219027.0,6.18,16.99,15.95,16.99,3.33,光学光电子,辽宁板块,27.1,3.15
002953,日丰股份,深a,2022-08-19,14.54,2.68,0.38,246037,355831544.91,7.06,14.9,13.9,14.08,15.3,电网设备,广东板块,36.88,3.86
002955,鸿合科技,深a,2022-08-19,22.52,-2.09,-0.48,36645,84079735.64,4.7,23.58,22.5,23.22,1.97,光学光电子,北京板块,31.84,1.66
002956,西麦食品,深a,2022-08-19,13.7,-1.58,-0.22,15883,21973720.4,2.08,13.99,13.7,13.94,0.72,食品饮料,广西板块,27.07,2.31
002957,科瑞技术,深a,2022-08-19,22.01,6.07,1.26,349852,780764176.6,8.29,22.83,21.11,21.51,8.52,专用设备,广东板块,83.67,3.64
002958,青农商行,深a,2022-08-19,3.04,0.0,0.0,119591,36429798.3,0.99,3.06,3.03,3.04,0.25,银行,山东板块,4.49,0.57
002959,小熊电器,深a,2022-08-19,50.21,1.25,0.62,18021,91177902.22,4.05,51.61,49.6,49.91,2.36,家电行业,广东板块,18.8,3.77
002960,青鸟消防,深a,2022-08-19,31.15,-3.56,-1.15,58889,185139993.37,6.53,32.8,30.69,32.51,1.35,专用设备,河北板块,57.22,4.39
002961,瑞达期货,深a,2022-08-19,17.26,0.52,0.09,16902,29183787.0,1.92,17.35,17.02,17.17,1.55,多元金融,福建板块,20.14,3.49
002962,五方光电,深a,2022-08-19,14.77,9.98,1.34,59355,87666891.9,0.0,14.77,14.77,14.77,3.51,光学光电子,湖北板块,57.13,2.5
002963,豪尔赛,深a,2022-08-19,13.74,-1.93,-0.27,32676,45514873.0,2.78,14.13,13.74,14.0,4.74,装修装饰,北京板块,-23.74,1.26
002965,祥鑫科技,深a,2022-08-19,71.62,-7.96,-6.19,142771,1033460142.01,10.0,77.81,70.03,77.19,14.65,通用设备,广东板块,91.58,7.01
002966,苏州银行,深a,2022-08-19,6.24,1.13,0.07,267817,167419416.21,2.59,6.31,6.15,6.16,0.76,银行,江苏板块,5.26,0.62
002967,广电计量,深a,2022-08-19,22.6,-0.83,-0.19,81898,188107288.16,3.95,23.5,22.6,22.86,3.48,专业服务,广东板块,340.96,3.9
002968,新大正,深a,2022-08-19,23.25,0.39,0.09,8390,19656184.19,2.94,23.8,23.12,23.22,0.85,房地产服务,重庆板块,28.59,5.32
002969,嘉美包装,深a,2022-08-19,4.03,-0.74,-0.03,31278,12716294.0,1.97,4.1,4.02,4.05,0.7,包装材料,安徽板块,165.3,1.72
002970,锐明技术,深a,2022-08-19,29.05,2.04,0.58,43852,126653214.38,2.99,29.25,28.4,28.47,5.21,计算机设备,广东板块,-35.2,3.54
002971,和远气体,深a,2022-08-19,22.88,-5.14,-1.24,76462,177767877.88,6.3,24.35,22.83,24.33,7.27,化学制品,湖北板块,45.25,3.13
002972,科安达,深a,2022-08-19,17.62,-1.62,-0.29,8634,15335652.0,2.9,18.07,17.55,17.95,1.47,交运设备,广东板块,22.39,2.57
002973,侨银股份,深a,2022-08-19,12.86,2.23,0.28,32735,42499759.26,5.56,13.4,12.7,12.7,3.08,环保行业,广东板块,17.02,3.14
002975,博杰股份,深a,2022-08-19,44.41,-6.03,-2.85,23893,108995548.28,6.14,47.2,44.3,46.94,6.14,专用设备,广东板块,33.62,4.17
002976,瑞玛精密,深a,2022-08-19,29.18,2.1,0.6,85137,249274451.18,4.51,29.94,28.65,29.23,24.14,消费电子,江苏板块,50.31,4.35
002977,天箭科技,深a,2022-08-19,44.4,-2.4,-1.09,16929,76878243.3,4.84,46.45,44.25,45.52,3.75,通信设备,四川板块,59.01,4.39
002978,安宁股份,深a,2022-08-19,41.46,-2.63,-1.12,31375,131762009.66,3.62,42.99,41.45,42.45,3.3,钢铁行业,四川板块,12.66,3.16
002979,雷赛智能,深a,2022-08-19,22.06,-4.13,-0.95,56031,125365715.67,5.13,23.18,22.0,23.1,3.55,专用设备,广东板块,30.9,6.08
002980,华盛昌,深a,2022-08-19,29.41,-1.64,-0.49,32690,94714227.54,4.38,29.68,28.37,29.12,9.81,电网设备,广东板块,38.62,4.17
002981,朝阳科技,深a,2022-08-19,25.99,-2.66,-0.71,9876,25992602.0,4.87,27.15,25.85,26.7,4.12,消费电子,广东板块,150.56,3.15
002982,湘佳股份,深a,2022-08-19,41.66,5.87,2.31,38686,159456576.4,9.71,42.42,38.6,39.53,8.2,农牧饲渔,湖南板块,435.22,2.63
002983,芯瑞达,深a,2022-08-19,22.1,-3.37,-0.77,35401,79885721.2,6.73,23.5,21.96,23.23,6.76,光学光电子,安徽板块,36.75,3.74
002984,森麒麟,深a,2022-08-19,35.31,-2.67,-0.97,42027,149742697.0,4.55,36.65,35.0,36.39,1.46,橡胶制品,山东板块,24.6,3.55
002985,北摩高科,深a,2022-08-19,47.76,-2.93,-1.44,51072,247750843.0,3.33,49.4,47.76,48.95,2.85,航天航空,北京板块,37.69,5.56
002986,宇新股份,深a,2022-08-19,24.05,-0.95,-0.23,17180,41613728.68,2.06,24.5,24.0,24.31,1.15,化学制品,湖南板块,12.72,2.4
002987,京北方,深a,2022-08-19,24.1,2.55,0.6,179836,427473872.66,8.04,24.59,22.7,23.2,13.8,软件开发,北京板块,36.14,3.7
002988,豪美新材,深a,2022-08-19,16.98,2.23,0.37,75794,129560441.0,5.9,17.51,16.53,16.75,9.0,有色金属,广东板块,28.55,1.79
002989,中天精装,深a,2022-08-19,16.25,-0.31,-0.05,18558,30362667.2,2.02,16.55,16.22,16.29,2.03,装修装饰,广东板块,20.83,1.82
002990,盛视科技,深a,2022-08-19,30.26,0.46,0.14,39539,121174940.44,3.59,31.13,30.05,30.1,6.14,互联网服务,广东板块,38.58,3.84
002991,甘源食品,深a,2022-08-19,58.51,-1.8,-1.07,7770,45835343.0,2.5,59.89,58.4,59.58,2.13,食品饮料,江西板块,66.35,3.85
002992,宝明科技,深a,2022-08-19,36.43,2.82,1.0,96697,356071825.35,7.03,38.04,35.55,35.55,12.26,光学光电子,广东板块,-67.32,6.0
002993,奥海科技,深a,2022-08-19,52.88,-4.99,-2.78,83890,462593886.63,8.03,57.31,52.84,53.96,14.04,消费电子,广东板块,29.73,4.87
002995,天地在线,深a,2022-08-19,18.65,-1.79,-0.34,84169,162417156.84,8.85,20.18,18.5,19.04,14.57,文化传媒,北京板块,-38.36,2.32
002996,顺博合金,深a,2022-08-19,19.11,-3.48,-0.69,120512,238658896.0,8.28,20.68,19.04,19.8,9.59,有色金属,重庆板块,16.56,3.71
002997,瑞鹄模具,深a,2022-08-19,30.81,-3.75,-1.2,190761,599043787.82,7.28,32.83,30.5,32.3,16.67,汽车零部件,安徽板块,51.05,4.81
002998,优彩资源,深a,2022-08-19,7.44,-1.59,-0.12,26436,19808760.16,2.38,7.6,7.42,7.56,1.74,化纤行业,江苏板块,31.73,1.61
002999,天禾股份,深a,2022-08-19,7.06,2.17,0.15,169082,121146452.58,3.33,7.27,7.04,7.07,7.76,化肥行业,广东板块,14.94,2.23
003000,劲仔食品,深a,2022-08-19,11.06,-0.81,-0.09,66887,74112819.41,3.68,11.27,10.86,10.98,3.01,食品饮料,湖南板块,39.34,4.97
003001,中岩大地,深a,2022-08-19,16.71,-0.12,-0.02,14656,24590543.76,1.97,16.97,16.64,16.8,2.99,工程咨询服务,北京板块,83.03,1.59
