股票代码,名称,板块,时间,今收,跌涨幅,跌涨额,成交量,成交额,振幅,最高,最低,今开,换手率,行业板块,地区板块,市盈率,市净率
002012,凯恩股份,深a,2022-08-19,5.8,-1.36,-0.08,106005,62167255.77,3.06,5.98,5.8,5.88,2.27,造纸印刷,浙江板块,47.92,1.87
002013,中航机电,深a,2022-08-19,11.7,-2.5,-0.3,333636,394383914.77,3.25,12.07,11.68,11.95,0.86,航天航空,湖北板块,42.79,3.31
002014,永新股份,深a,2022-08-19,7.96,-0.5,-0.04,43151,34336143.07,1.75,8.03,7.89,8.03,0.71,包装材料,安徽板块,16.62,2.42
002015,协鑫能科,深a,2022-08-19,15.4,-1.53,-0.24,89489,138468913.88,1.98,15.69,15.38,15.65,0.66,电力行业,江苏板块,32.28,2.5
002016,世荣兆业,深a,2022-08-19,6.32,0.48,0.03,66830,42253464.2,3.02,6.42,6.23,6.29,0.97,房地产开发,广东板块,20.52,1.14
002017,东信和平,深a,2022-08-19,13.12,-1.94,-0.26,76475,101756582.59,3.59,13.6,13.12,13.39,1.72,通信设备,广东板块,173.5,4.11
002018,华信退,深a,2022-08-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
002019,亿帆医药,深a,2022-08-19,11.94,-1.16,-0.14,48527,58284132.66,2.07,12.18,11.93,12.13,0.57,化学制药,浙江板块,30.18,1.69
002020,京新药业,深a,2022-08-19,8.84,-1.23,-0.11,60054,53433934.0,2.12,9.02,8.83,8.99,0.91,化学制药,浙江板块,13.86,1.64
002021,ST中捷,深a,2022-08-19,1.96,0.0,0.0,63657,12505334.0,2.55,1.99,1.94,1.95,0.93,专用设备,浙江板块,22.85,10.6
002022,*ST 科华,深a,2022-08-19,12.02,-2.2,-0.27,95728,115380303.4,5.53,12.46,11.78,12.31,1.86,医疗器械,上海板块,69.36,1.72
002023,海特高新,深a,2022-08-19,10.29,-2.92,-0.31,265362,280446637.27,5.75,10.89,10.28,10.6,3.88,航天航空,四川板块,145.03,1.86
002024,ST易购,深a,2022-08-19,2.09,-0.48,-0.01,171150,35857517.0,0.95,2.11,2.09,2.1,0.23,商业百货,江苏板块,-4.73,0.63
002025,航天电器,深a,2022-08-19,78.91,0.91,0.71,49216,392940466.09,3.03,80.61,78.24,78.24,1.09,电子元件,贵州板块,56.27,6.72
002026,山东威达,深a,2022-08-19,13.53,-4.04,-0.57,181632,248399180.01,4.4,14.12,13.5,14.1,4.29,通用设备,山东板块,23.24,1.93
002027,分众传媒,深a,2022-08-19,5.93,1.37,0.08,1172876,701953797.71,4.62,6.08,5.81,5.84,0.81,文化传媒,广东板块,30.51,4.32
002028,思源电气,深a,2022-08-19,45.45,-5.1,-2.44,68687,317029750.5,5.07,47.86,45.43,47.86,1.16,电网设备,上海板块,36.8,4.0
002029,七 匹 狼,深a,2022-08-19,5.42,-0.55,-0.03,27984,15206099.0,1.28,5.48,5.41,5.45,0.39,纺织服装,福建板块,22.63,0.68
002030,达安基因,深a,2022-08-19,17.6,-0.28,-0.05,140916,248751586.28,1.08,17.78,17.59,17.65,1.03,医疗器械,广东板块,3.47,2.64
002031,巨轮智能,深a,2022-08-19,4.08,-3.09,-0.13,3796395,1564608702.94,5.7,4.26,4.02,4.22,20.4,专用设备,广东板块,541.87,3.7
002032,苏 泊 尔,深a,2022-08-19,44.91,0.4,0.18,11376,51237598.76,1.63,45.25,44.52,44.79,0.14,家电行业,浙江板块,19.47,5.21
002033,丽江股份,深a,2022-08-19,7.83,-1.76,-0.14,121665,96417874.62,2.51,8.03,7.83,8.02,2.21,旅游酒店,云南板块,-40.27,1.82
002034,旺能环境,深a,2022-08-19,21.75,-2.03,-0.45,62465,136754255.1,4.68,22.64,21.6,22.39,1.47,环保行业,浙江板块,13.96,1.72
002035,华帝股份,深a,2022-08-19,5.86,-2.5,-0.15,270696,160201930.48,3.0,6.03,5.85,6.0,3.56,家电行业,广东板块,15.61,1.53
002036,联创电子,深a,2022-08-19,18.11,-4.13,-0.78,517931,970539951.11,7.57,19.53,18.1,18.96,4.93,光学光电子,江西板块,93.09,4.95
002037,保利联合,深a,2022-08-19,9.41,-0.32,-0.03,140528,132471621.57,3.6,9.6,9.26,9.49,2.9,化学制品,贵州板块,-19.77,1.28
002038,双鹭药业,深a,2022-08-19,9.28,0.11,0.01,34374,31908355.74,0.43,9.3,9.26,9.26,0.4,生物制品,北京板块,37.66,1.81
002039,黔源电力,深a,2022-08-19,15.5,4.38,0.65,131820,201361148.91,5.99,15.64,14.75,14.89,3.08,电力行业,贵州板块,18.9,1.99
002040,南 京 港,深a,2022-08-19,7.15,0.99,0.07,59037,42243060.6,2.12,7.22,7.07,7.1,1.22,航运港口,江苏板块,23.46,1.18
002041,登海种业,深a,2022-08-19,20.75,0.44,0.09,96803,202085712.98,2.08,21.07,20.64,20.67,1.1,农牧饲渔,山东板块,43.78,5.77
002042,华孚时尚,深a,2022-08-19,3.63,0.83,0.03,127133,46262960.83,1.67,3.66,3.6,3.6,0.75,纺织服装,安徽板块,10.29,0.87
002043,兔 宝 宝,深a,2022-08-19,8.87,1.14,0.1,101525,90390650.32,2.74,9.0,8.76,8.8,1.46,装修建材,浙江板块,18.06,3.62
002044,美年健康,深a,2022-08-19,4.81,-0.82,-0.04,170469,82362818.56,1.44,4.87,4.8,4.84,0.44,医疗服务,江苏板块,-10.92,2.48
002045,国光电器,深a,2022-08-19,16.58,10.02,1.51,1682714,2757447650.76,5.04,16.58,15.82,15.82,36.02,消费电子,广东板块,323.33,3.9
002046,国机精工,深a,2022-08-19,16.45,-7.64,-1.36,271700,455119997.17,10.28,17.95,16.12,17.82,5.18,通用设备,河南板块,41.2,2.98
002047,宝鹰股份,深a,2022-08-19,4.73,-8.16,-0.42,1271223,620509117.6,10.29,5.23,4.7,5.21,9.52,装修装饰,广东板块,-39.5,2.25
002048,宁波华翔,深a,2022-08-19,16.58,-3.27,-0.56,82523,138985612.21,4.03,17.26,16.57,17.2,1.48,汽车零部件,浙江板块,17.17,1.3
002049,紫光国微,深a,2022-08-19,227.65,-2.92,-6.84,43415,994389314.16,3.71,235.38,226.68,235.37,0.72,半导体,河北板块,65.09,18.66
002050,三花智控,深a,2022-08-19,29.4,-5.71,-1.78,626935,1872614809.22,6.48,31.37,29.35,31.22,1.78,家电行业,浙江板块,52.62,9.37
002051,中工国际,深a,2022-08-19,8.22,4.05,0.32,164718,133840407.29,4.18,8.24,7.91,7.91,1.48,工程建设,北京板块,34.21,0.95
002052,*ST同洲,深a,2022-08-19,2.4,-2.04,-0.05,74150,17690248.8,5.71,2.47,2.33,2.45,0.99,家电行业,广东板块,-28.08,21.28
002053,云南能投,深a,2022-08-19,13.45,0.37,0.05,116164,156339556.0,2.39,13.63,13.31,13.41,1.53,化学原料,云南板块,19.9,2.26
002054,德美化工,深a,2022-08-19,8.22,-0.84,-0.07,27853,23015089.0,1.81,8.36,8.21,8.32,0.74,化学制品,广东板块,23.91,1.6
002055,得润电子,深a,2022-08-19,13.45,3.38,0.44,535330,726847018.93,7.76,14.29,13.28,13.8,9.08,消费电子,广东板块,225.59,2.62
002056,横店东磁,深a,2022-08-19,23.55,-8.54,-2.2,825840,2026252115.63,9.05,25.88,23.55,25.4,5.17,小金属,浙江板块,24.03,5.51
002057,中钢天源,深a,2022-08-19,13.4,-3.04,-0.42,254398,341160737.0,4.78,13.82,13.16,13.82,3.41,小金属,安徽板块,41.06,3.8
002058,威尔泰,深a,2022-08-19,14.4,-0.62,-0.09,24789,35760823.04,3.73,14.7,14.16,14.45,1.73,电网设备,上海板块,-231.63,11.55
002059,云南旅游,深a,2022-08-19,6.62,-0.75,-0.05,65457,43563588.34,1.2,6.7,6.62,6.65,0.9,旅游酒店,云南板块,-181.16,3.22
002060,粤 水 电,深a,2022-08-19,7.88,1.03,0.08,322815,253484774.16,2.82,7.95,7.73,7.86,2.69,工程建设,广东板块,50.28,2.66
002061,浙江交科,深a,2022-08-19,6.27,0.32,0.02,291680,183300727.69,1.6,6.34,6.24,6.25,1.57,工程建设,浙江板块,7.99,1.13
002062,宏润建设,深a,2022-08-19,6.1,-0.49,-0.03,229611,141275817.49,2.28,6.23,6.09,6.17,2.38,工程建设,浙江板块,21.16,1.68
002063,远光软件,深a,2022-08-19,6.78,-2.59,-0.18,260330,178382464.19,4.17,7.06,6.77,6.98,1.78,软件开发,广东板块,363.35,3.82
002064,华峰化学,深a,2022-08-19,7.71,-0.39,-0.03,163281,126544512.32,1.29,7.8,7.7,7.7,0.82,化纤行业,浙江板块,7.99,1.69
002065,东华软件,深a,2022-08-19,6.08,-0.65,-0.04,199845,122710488.05,1.96,6.2,6.08,6.12,0.69,软件开发,北京板块,40.92,1.79
002066,瑞泰科技,深a,2022-08-19,12.86,0.63,0.08,80219,103002652.78,2.35,12.98,12.68,12.79,3.47,装修建材,北京板块,52.75,5.25
002067,景兴纸业,深a,2022-08-19,3.6,-0.28,-0.01,80346,29007442.0,1.11,3.63,3.59,3.6,0.76,造纸印刷,浙江板块,13.86,0.8
002068,黑猫股份,深a,2022-08-19,18.33,-7.8,-1.55,237639,446415882.52,8.45,19.88,18.2,19.88,3.27,橡胶制品,江西板块,-328.81,4.22
002069,ST獐子岛,深a,2022-08-19,4.41,0.23,0.01,49379,21704281.15,1.82,4.44,4.36,4.38,0.72,农牧饲渔,辽宁板块,-42.72,138.97
002070,众和退,深a,2022-08-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
002071,长城退,深a,2022-08-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
002072,*ST凯瑞,深a,2022-08-19,6.43,1.58,0.1,41318,26453043.0,3.79,6.52,6.28,6.29,1.6,软件开发,湖北板块,389.21,36.32
002073,软控股份,深a,2022-08-19,8.09,-3.92,-0.33,299648,245797176.65,4.75,8.48,8.08,8.41,3.21,专用设备,山东板块,79.5,1.7
002074,国轩高科,深a,2022-08-19,41.4,-4.03,-1.74,419835,1758393225.91,4.64,43.2,41.2,43.0,3.19,电池,安徽板块,571.72,3.96
002075,沙钢股份,深a,2022-08-19,4.35,-0.23,-0.01,147341,64461455.38,1.15,4.4,4.35,4.36,0.67,钢铁行业,江苏板块,13.3,1.52
002076,*ST雪莱,深a,2022-08-19,2.3,1.77,0.04,132657,30728898.32,3.98,2.35,2.26,2.27,1.78,家电行业,广东板块,-20.43,-10.12
002077,大港股份,深a,2022-08-19,19.38,-9.99,-2.15,1278233,2721884700.87,14.49,22.5,19.38,21.5,22.54,半导体,江苏板块,147.23,3.57
002078,太阳纸业,深a,2022-08-19,11.42,-0.52,-0.06,90698,103788090.77,1.39,11.54,11.38,11.48,0.34,造纸印刷,山东板块,11.37,1.6
002079,苏州固锝,深a,2022-08-19,16.27,-3.96,-0.67,1042385,1775597648.27,9.45,17.79,16.19,16.92,13.2,半导体,江苏板块,55.51,5.44
002080,中材科技,深a,2022-08-19,25.97,-2.59,-0.69,224821,592758704.56,3.98,26.97,25.91,26.96,1.34,玻璃玻纤,江苏板块,11.64,2.91
002081,金 螳 螂,深a,2022-08-19,5.0,-0.4,-0.02,113804,56990076.22,1.39,5.04,4.97,5.02,0.43,装修装饰,江苏板块,6.66,1.14
002082,万邦德,深a,2022-08-19,10.38,-1.8,-0.19,67938,71808584.05,4.54,10.83,10.35,10.57,1.89,化学制药,浙江板块,64.72,2.44
002083,孚日股份,深a,2022-08-19,5.48,-1.08,-0.06,199728,108966874.5,2.71,5.54,5.39,5.51,2.47,纺织服装,山东板块,12.73,1.21
002084,海鸥住工,深a,2022-08-19,4.04,1.25,0.05,67961,27187098.24,2.26,4.04,3.95,3.98,1.03,装修装饰,广东板块,30.93,1.44
002085,万丰奥威,深a,2022-08-19,6.9,-1.57,-0.11,440394,308693062.11,5.14,7.24,6.88,6.99,2.01,汽车零部件,浙江板块,21.51,2.73
002086,ST东洋,深a,2022-08-19,3.26,-2.1,-0.07,226587,74298727.08,4.8,3.38,3.22,3.38,3.6,农牧饲渔,山东板块,-57.76,6.17
002087,新野纺织,深a,2022-08-19,3.22,0.63,0.02,65079,21014770.1,1.88,3.25,3.19,3.21,0.8,纺织服装,河南板块,63.39,0.61
002088,鲁阳节能,深a,2022-08-19,24.9,-0.44,-0.11,26802,66464968.99,3.64,25.31,24.4,25.0,0.59,装修建材,山东板块,25.91,5.24
002089,ST新海,深a,2022-08-19,2.67,5.12,0.13,502161,132905369.14,5.12,2.67,2.54,2.57,4.03,通信设备,江苏板块,109.86,2.92
002090,金智科技,深a,2022-08-19,13.52,-6.89,-1.0,620717,858578463.79,5.58,14.28,13.47,14.28,15.54,电网设备,江苏板块,164.91,4.36
002091,江苏国泰,深a,2022-08-19,9.78,-0.81,-0.08,181556,179185456.11,2.74,10.05,9.78,9.86,1.15,贸易行业,江苏板块,9.16,1.54
002092,中泰化学,深a,2022-08-19,7.38,0.27,0.02,264397,195686625.9,2.17,7.48,7.32,7.38,1.06,化学原料,新疆板块,10.85,0.74
002093,国脉科技,深a,2022-08-19,5.92,-0.34,-0.02,140749,84624634.76,3.37,6.12,5.92,5.94,1.4,通信服务,福建板块,88.89,1.69
002094,青岛金王,深a,2022-08-19,3.82,-0.26,-0.01,113515,43544846.8,1.57,3.87,3.81,3.84,1.64,美容护理,山东板块,49.96,1.18
002095,生 意 宝,深a,2022-08-19,13.04,-0.91,-0.12,19909,26273433.04,2.51,13.35,13.02,13.12,0.79,互联网服务,浙江板块,141.2,3.61
002096,南岭民爆,深a,2022-08-19,12.72,1.52,0.19,76400,96952774.67,4.07,12.92,12.41,12.5,2.06,化学制品,湖南板块,110.82,2.53
002097,山河智能,深a,2022-08-19,7.3,-2.01,-0.15,96502,70977088.0,2.01,7.45,7.3,7.43,0.99,工程机械,湖南板块,-40.51,1.45
002098,浔兴股份,深a,2022-08-19,6.2,-0.8,-0.05,21220,13239108.54,2.4,6.33,6.18,6.33,0.59,纺织服装,福建板块,27.34,2.3
002099,海翔药业,深a,2022-08-19,6.82,-0.73,-0.05,59695,41040762.02,1.46,6.92,6.82,6.87,0.37,化学制药,浙江板块,31.71,1.82
002100,天康生物,深a,2022-08-19,11.31,3.67,0.4,427246,483631266.76,6.42,11.54,10.84,11.0,3.15,农牧饲渔,新疆板块,-55.01,2.19
002101,广东鸿图,深a,2022-08-19,29.88,-9.15,-3.01,344630,1058956762.97,10.25,33.1,29.73,32.88,6.52,汽车零部件,广东板块,53.89,3.45
002102,ST冠福,深a,2022-08-19,3.33,0.91,0.03,79326,26295853.0,1.21,3.34,3.3,3.3,0.33,化学制药,福建板块,19.03,2.48
002103,广博股份,深a,2022-08-19,4.6,1.1,0.05,174024,81332716.4,4.84,4.77,4.55,4.55,4.13,家用轻工,浙江板块,-41.08,3.1
002104,恒宝股份,深a,2022-08-19,8.61,-2.38,-0.21,488695,429924369.93,4.31,8.98,8.6,8.85,8.31,通信设备,江苏板块,-297.32,3.26
002105,信隆健康,深a,2022-08-19,7.49,-1.19,-0.09,25110,18962203.0,1.98,7.64,7.49,7.57,0.68,交运设备,广东板块,15.2,3.42
002106,莱宝高科,深a,2022-08-19,9.05,-2.9,-0.27,126080,115505468.86,3.54,9.38,9.05,9.3,1.79,光学光电子,广东板块,20.39,1.36
002107,沃华医药,深a,2022-08-19,6.02,-3.99,-0.25,188093,114015818.68,5.9,6.27,5.9,6.17,3.34,中药,山东板块,30.98,4.78
002108,沧州明珠,深a,2022-08-19,5.96,-3.09,-0.19,272990,164233208.3,3.25,6.15,5.95,6.15,1.93,塑料制品,河北板块,42.67,2.03
002109,兴化股份,深a,2022-08-19,5.77,0.17,0.01,99949,57620897.5,2.43,5.84,5.7,5.79,0.95,化学原料,陕西板块,6.57,1.34
002110,三钢闽光,深a,2022-08-19,5.47,0.0,0.0,71823,39327807.64,0.91,5.5,5.45,5.47,0.29,钢铁行业,福建板块,14.68,0.62
002111,威海广泰,深a,2022-08-19,9.3,-0.75,-0.07,56568,52907889.2,3.2,9.53,9.23,9.37,1.19,专用设备,山东板块,20.1,1.62
002112,三变科技,深a,2022-08-19,10.33,-4.44,-0.48,208943,217722044.6,4.81,10.78,10.26,10.78,10.51,电网设备,浙江板块,287.8,5.02
002113,ST天润,深a,2022-08-19,1.56,4.7,0.07,77492,12088775.4,0.0,1.56,1.56,1.56,0.79,游戏,湖南板块,-32.87,15.66
002114,罗平锌电,深a,2022-08-19,7.98,-3.16,-0.26,133224,107872046.0,3.28,8.25,7.98,8.25,4.12,有色金属,云南板块,-14.54,1.81
002115,三维通信,深a,2022-08-19,4.74,-2.47,-0.12,196503,94848708.9,3.7,4.92,4.74,4.89,2.83,通信服务,浙江板块,58.8,1.69
002116,中国海诚,深a,2022-08-19,8.73,0.0,0.0,43519,38315078.36,2.63,8.93,8.7,8.78,1.05,工程咨询服务,上海板块,17.41,2.36
002117,东港股份,深a,2022-08-19,7.67,0.39,0.03,94886,73128081.37,3.53,7.85,7.58,7.62,1.74,造纸印刷,山东板块,26.82,2.83
002118,紫鑫药业,深a,2022-08-19,2.59,0.39,0.01,109339,28347764.0,1.55,2.61,2.57,2.59,0.85,中药,吉林板块,-4.31,1.4
002119,康强电子,深a,2022-08-19,14.23,-7.54,-1.16,724687,1067933284.02,9.1,15.56,14.16,15.05,19.72,半导体,浙江板块,44.28,4.63
002120,韵达股份,深a,2022-08-19,18.87,-0.47,-0.09,132663,252433408.57,3.8,19.5,18.78,18.98,0.47,物流行业,浙江板块,39.42,3.43
002121,科陆电子,深a,2022-08-19,9.21,-4.95,-0.48,854434,812788652.36,7.12,9.89,9.2,9.75,6.42,电网设备,广东板块,-69.0,18.11
002122,ST天马,深a,2022-08-19,2.47,5.11,0.12,132803,32410770.0,5.11,2.47,2.35,2.35,1.11,通用设备,浙江板块,-5.09,5.02
002123,梦网科技,深a,2022-08-19,14.95,-1.84,-0.28,232068,349344620.11,4.14,15.45,14.82,15.22,3.47,通信服务,辽宁板块,1280.17,2.85
002124,天邦食品,深a,2022-08-19,7.13,3.78,0.26,796233,564042250.38,5.24,7.2,6.84,6.86,5.18,农牧饲渔,浙江板块,-4.87,4.72
002125,湘潭电化,深a,2022-08-19,21.05,-4.1,-0.9,388361,845560084.27,7.93,22.64,20.9,22.37,6.55,化学原料,湖南板块,23.53,6.3
002126,银轮股份,深a,2022-08-19,15.5,-4.2,-0.68,231553,363155873.78,5.87,16.35,15.4,16.2,3.11,汽车零部件,浙江板块,43.7,2.86
002127,南极电商,深a,2022-08-19,4.95,0.81,0.04,493471,249170789.0,5.3,5.18,4.92,4.93,2.47,贸易行业,江苏板块,21.84,2.52
002128,电投能源,深a,2022-08-19,16.41,9.99,1.49,1066885,1708921306.07,9.25,16.41,15.03,15.21,6.04,煤炭行业,内蒙古,5.21,1.5
002129,TCL中环,深a,2022-08-19,53.78,-2.64,-1.46,597234,3226244895.4,4.53,55.6,53.1,55.24,1.85,光伏设备,天津板块,33.15,5.35
002130,沃尔核材,深a,2022-08-19,7.2,-0.28,-0.02,359760,257620460.23,3.88,7.3,7.02,7.22,2.88,非金属材料,广东板块,15.56,2.25
002131,利欧股份,深a,2022-08-19,1.93,0.52,0.01,874192,170120250.78,2.6,1.97,1.92,1.92,1.5,互联网服务,浙江板块,-3.93,1.18
002132,恒星科技,深a,2022-08-19,7.09,1.0,0.07,1756527,1257220729.07,8.97,7.5,6.87,6.95,12.55,通用设备,河南板块,45.68,2.74
002133,广宇集团,深a,2022-08-19,3.35,0.3,0.01,92134,30992086.0,2.4,3.39,3.31,3.33,1.2,房地产开发,浙江板块,14.79,0.66
002134,天津普林,深a,2022-08-19,10.46,-1.88,-0.2,133609,142746641.0,4.5,10.9,10.42,10.7,5.43,电子元件,天津板块,194.02,5.99
002135,东南网架,深a,2022-08-19,7.94,-1.12,-0.09,150266,120127429.0,1.74,8.07,7.93,8.04,1.37,工程建设,浙江板块,13.6,1.52
002136,安 纳 达,深a,2022-08-19,15.57,-1.27,-0.2,74711,117089344.5,3.61,16.03,15.46,15.78,3.49,化学原料,安徽板块,14.79,3.54
002137,实益达,深a,2022-08-19,6.16,-3.14,-0.2,169186,106473207.0,5.97,6.52,6.14,6.34,4.33,电子元件,广东板块,51.24,2.59
002138,顺络电子,深a,2022-08-19,27.46,-1.82,-0.51,128056,358640287.83,3.9,28.55,27.46,27.96,1.77,电子元件,广东板块,37.72,4.06
002139,拓邦股份,深a,2022-08-19,14.79,-9.98,-1.64,1061741,1632124198.25,10.53,16.52,14.79,16.4,10.19,消费电子,广东板块,38.13,3.56
002140,东华科技,深a,2022-08-19,11.8,-2.88,-0.35,336950,401805057.84,5.27,12.34,11.7,12.19,6.29,工程建设,安徽板块,19.58,2.41
002141,贤丰控股,深a,2022-08-19,5.88,-2.81,-0.17,200184,119475853.0,3.97,6.11,5.87,6.05,1.76,电子元件,广东板块,142.64,7.92
002142,宁波银行,深a,2022-08-19,28.71,-0.03,-0.01,260077,749396577.8,2.16,29.12,28.5,28.5,0.4,银行,浙江板块,8.29,1.38
002143,印纪退,深a,2022-08-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
002144,宏达高科,深a,2022-08-19,9.89,-1.3,-0.13,30251,30203265.1,2.5,10.12,9.87,10.05,2.19,纺织服装,浙江板块,28.1,0.95
002145,中核钛白,深a,2022-08-19,8.72,-2.13,-0.19,308373,271693908.97,2.47,8.92,8.7,8.92,1.34,化学原料,甘肃板块,21.6,3.66
002146,荣盛发展,深a,2022-08-19,2.86,1.06,0.03,392935,112769163.68,3.53,2.91,2.81,2.82,1.01,房地产服务,河北板块,-3.11,0.32
002147,新光退,深a,2022-08-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
002148,北纬科技,深a,2022-08-19,6.66,10.08,0.61,720457,467403974.98,11.74,6.66,5.95,6.03,15.95,通信服务,北京板块,128.86,3.13
002149,西部材料,深a,2022-08-19,14.76,-1.93,-0.29,61295,91504978.61,2.92,15.2,14.76,15.01,1.26,小金属,陕西板块,85.64,2.77
002150,通润装备,深a,2022-08-19,9.42,-5.04,-0.5,363837,345162205.96,6.35,9.9,9.27,9.83,10.24,通用设备,江苏板块,27.49,2.32
002151,北斗星通,深a,2022-08-19,31.59,-2.65,-0.86,69663,223524238.98,3.61,32.75,31.58,32.45,1.63,通信设备,北京板块,91.07,3.83
002152,广电运通,深a,2022-08-19,9.2,-0.11,-0.01,221085,204702501.61,1.52,9.33,9.19,9.24,0.92,计算机设备,广东板块,25.4,2.14
002153,石基信息,深a,2022-08-19,12.91,-0.84,-0.11,64210,83689347.87,3.84,13.38,12.88,13.03,0.52,软件开发,北京板块,220.7,3.38
002154,报 喜 鸟,深a,2022-08-19,3.98,1.02,0.04,151791,60295580.05,2.03,4.0,3.92,3.92,1.36,纺织服装,浙江板块,7.06,1.46
002155,湖南黄金,深a,2022-08-19,12.52,-2.34,-0.3,171140,216203428.48,3.12,12.86,12.46,12.83,1.42,贵金属,湖南板块,40.18,2.74
002156,通富微电,深a,2022-08-19,20.18,-5.08,-1.08,1354323,2808665542.19,6.91,21.57,20.1,21.02,10.19,半导体,江苏板块,40.71,2.53
002157,正邦科技,深a,2022-08-19,5.87,1.56,0.09,652478,382894274.09,3.63,5.94,5.73,5.74,2.69,农牧饲渔,江西板块,-1.92,51.28
002158,汉钟精机,深a,2022-08-19,26.53,-4.33,-1.2,81543,221031633.92,6.71,28.3,26.44,27.73,1.53,通用设备,上海板块,28.83,5.35
002159,三特索道,深a,2022-08-19,13.05,3.16,0.4,113996,148381941.33,7.11,13.5,12.6,12.71,8.26,旅游酒店,湖北板块,-26.47,1.93
002160,常铝股份,深a,2022-08-19,5.73,-3.54,-0.21,664789,390902305.0,5.39,6.05,5.73,5.91,8.74,有色金属,江苏板块,47.96,1.44
002161,远 望 谷,深a,2022-08-19,6.96,2.65,0.18,675509,463192758.31,8.26,7.17,6.61,6.87,9.48,电子元件,广东板块,-32.12,3.63
002162,悦心健康,深a,2022-08-19,4.53,-1.74,-0.08,252941,115077447.79,2.17,4.61,4.51,4.58,2.96,装修建材,上海板块,-243.76,3.29
002163,海南发展,深a,2022-08-19,11.65,-1.27,-0.15,58372,68357062.52,1.69,11.85,11.65,11.8,0.73,玻璃玻纤,广东板块,-57.82,6.81
002164,宁波东力,深a,2022-08-19,7.21,-6.73,-0.52,337689,251462751.16,7.37,7.77,7.2,7.77,7.02,通用设备,浙江板块,24.99,3.85
002165,红 宝 丽,深a,2022-08-19,4.79,1.27,0.06,326667,159735174.28,9.51,5.19,4.74,4.74,4.49,化学制品,江苏板块,-28.67,1.69
002166,莱茵生物,深a,2022-08-19,12.42,-2.28,-0.29,234146,291935614.52,2.75,12.68,12.33,12.52,5.02,中药,广西板块,26.33,3.46
002167,东方锆业,深a,2022-08-19,7.44,-2.87,-0.22,163267,123137114.21,3.26,7.68,7.43,7.68,2.4,小金属,广东板块,24.05,3.95
002168,惠程科技,深a,2022-08-19,4.34,-3.13,-0.14,547887,244397767.27,6.03,4.59,4.32,4.5,6.9,游戏,广东板块,-30.27,46.69
002169,智光电气,深a,2022-08-19,9.31,-4.61,-0.45,321224,302661814.32,4.3,9.71,9.29,9.71,4.21,电网设备,广东板块,-8.74,2.42
002170,芭田股份,深a,2022-08-19,6.69,-2.9,-0.2,175110,118056409.0,3.63,6.91,6.66,6.9,2.53,化肥行业,广东板块,68.52,2.85
002171,楚江新材,深a,2022-08-19,10.98,-0.54,-0.06,325970,367479386.97,5.71,11.54,10.91,11.3,2.63,有色金属,安徽板块,32.13,2.55
002172,澳洋健康,深a,2022-08-19,4.03,-3.82,-0.16,356401,147732297.57,6.44,4.3,4.03,4.14,4.61,医疗服务,江苏板块,24.07,32.71
002173,创新医疗,深a,2022-08-19,6.63,-1.63,-0.11,192224,130411551.85,4.9,6.95,6.62,6.8,5.16,医疗服务,浙江板块,-31.24,1.55
002174,游族网络,深a,2022-08-19,9.2,1.66,0.15,230344,214541010.02,5.19,9.49,9.02,9.02,2.52,游戏,福建板块,26.35,1.71
002175,东方网络,深a,2022-08-19,3.29,-0.6,-0.02,140241,46710250.0,2.72,3.38,3.29,3.31,1.1,仪器仪表,广西板块,120.61,12.36
002176,江特电机,深a,2022-08-19,24.0,-3.34,-0.83,737033,1788609655.5,3.66,24.88,23.97,24.85,4.32,电机,江西板块,15.19,12.55
002177,*ST御银,深a,2022-08-19,2.69,1.13,0.03,207744,55814536.07,3.01,2.73,2.65,2.65,2.73,计算机设备,广东板块,-18.13,1.28
002178,延华智能,深a,2022-08-19,4.96,-1.0,-0.05,251264,126185399.52,3.79,5.11,4.92,5.0,3.53,软件开发,上海板块,-112.6,6.35
002179,中航光电,深a,2022-08-19,61.82,-1.62,-1.02,55843,347323357.03,2.99,63.46,61.58,62.8,0.36,电子元件,河南板块,33.32,6.42
002180,纳思达,深a,2022-08-19,49.85,-2.27,-1.16,48592,246144158.45,4.88,52.29,49.8,50.8,0.41,计算机设备,广东板块,40.02,4.8
002181,粤 传 媒,深a,2022-08-19,4.31,0.94,0.04,246442,107247612.34,4.22,4.43,4.25,4.26,2.17,文化传媒,广东板块,235.2,1.18
002182,云海金属,深a,2022-08-19,24.5,-3.05,-0.77,257900,645462271.07,4.35,25.6,24.5,25.3,4.63,有色金属,江苏板块,15.75,4.14
002183,怡 亚 通,深a,2022-08-19,5.92,-2.15,-0.13,406057,242755360.95,2.64,6.08,5.92,6.06,1.7,物流行业,广东板块,56.94,1.76
002184,海得控制,深a,2022-08-19,14.2,-3.92,-0.58,540790,815912157.71,11.57,15.89,14.18,15.41,22.52,专用设备,上海板块,52.01,3.95
002185,华天科技,深a,2022-08-19,10.11,-2.32,-0.24,721411,743623406.1,4.73,10.58,10.09,10.3,2.25,半导体,甘肃板块,39.16,2.15
